numeric_id,name
8100091,Kolbnitz
8100092,Spittal-Millstättersee
8100093,Mallnitz-Obervellach
8100094,Böckstein
8100095,Bad Gastein
8100096,Treibach-Althofen
8100097,Bad Hofgastein
8100098,Dorfgastein
8100099,Wörgl Hbf
8100100,Kundl
8100101,Brixlegg
8100102,Jenbach
8100103,Schwaz
8100104,Fritzens-Wattens
8100105,Hall in Tirol
8100106,Matrei am Brenner
8100107,Steinach in Tirol
8100108,Innsbruck Hbf
8100109,Innsbruck Westbahnhof
8100110,Innsbruck Hötting
8100111,Hochzirl
8100112,Reith b.Seefeld
8100113,Seefeld in Tirol
8100114,Bichlbach-Berwang
8100115,Reutte in Tirol
8100116,Vils in Tirol
8100117,Schruns
8100118,Tschagguns
8100119,Rankweil
8100120,Götzis
8100121,Hohenems
8100122,Dornbirn
8100123,Lustenau
8100124,Lochau-Hörbranz
8100125,Mautern im Liesingtal
8100126,Kalwang
8100127,Wald am Schoberpass
8100128,Trieben
8100129,Gmünd NÖ
8100130,Hohenau
8100131,Liezen
8100132,Stainach-Irdning
8100133,Oeblarn
8100134,Neumarkt-Köstendorf
8100135,Gröbming
8100136,Haus im Ennstal
8100137,Schladming
8100138,Radstadt
8100139,Altenmarkt im Pongau
8100140,Eben im Pongau
8100141,Lienz in Osttirol
8100142,Sillian
8100143,Dölsach
8100144,Oberdrauburg
8100145,Dellach im Drautal
8100146,Greifenburg-Weißensee
8100147,Villach Hbf
8100148,Villach Westbf
8100149,Steinfeld im Drautal
8100150,Selzthal
8100151,Gmunden
8100152,Altmünster am Traunsee
8100153,Traunkirchen
8100154,Gaflenz
8100155,Ebensee
8100156,Kleinreifling
8100157,Bad Ischl
8100158,Hieflau
8100159,Gstatterboden im Nationalpark
8100160,Bad Goisern
8100161,Admont
8100162,Steeg-Gosau
8100163,Obertraun-Dachsteinhöhlen
8100164,Bad Aussee
8100165,Bad Mitterndorf
8100166,Tauplitz
8100167,Rohr-Bad Hall
8100169,Kremsmünster
8100170,Kirchdorf/Krems
8100171,Klaus an der Pyhrnbahn
8100172,Hinterstoder
8100173,Graz Hbf
8100174,Bad Gleichenberg
8100175,Feldbach/Raab
8100176,Fehring
8100177,Fürstenfeld
8100178,Bierbaum/Safen
8100179,Sebersdorf
8100180,Hartberg
8100181,St.Johann in der Haide
8100182,Grafendorf bei Hartberg
8100183,Rohrbach-Vorau
8100184,Oberwart
8100185,Friedberg in Stmk
8100186,Pinggau Markt
8100187,Tauchen-Schaueregg
8100188,Aspang
8100189,Edlitz-Grimmenstein
8100190,Seebenstein
8100191,Pitten
8100192,Bad Erlach
8100193,Raaba
8100194,Laßnitzhöhe
8100195,Gleisdorf
8100196,Studenzen-Fladnitz
8100197,Feldkirch
8100198,Bruck/Leitha
8100199,Schwarzenau im Waldviertel
8100200,Göpfritz an der Wild
8100201,Eggenburg
8100202,Absdorf-Hippersdorf
8100203,Tulln a.d.Donau
8100204,Abfaltersbach
8100205,Achau
8100206,Aggsbach Markt
8100208,Aigen-Schlägl
8100209,Alkoven
8100210,Allentsteig
8100211,Andorf
8100212,Annaberg NÖ
8100213,Annenheim
8100214,Anthering
8100215,Antiesenhofen
8100216,Baumgarten
8100217,Bürmoos
8100219,Donnerskirchen
8100220,Draßburg
8100221,Drösing
8100222,Drosendorf(A)
8100225,Ebenfurth
8100226,Ebreichsdorf
8100227,Eferding
8100229,Eis-Ruden
8100231,Eisenstadt
8100232,Emmersdorf an der Donau
8100234,Erlaufklause
8100235,Fischamend
8100236,Wien Floridsdorf
8100237,Frantschach-St.Gertraud
8100238,Frauenkirchen
8100239,Freistadt
8100241,Friedburg
8100242,Fügen-Hart im Zillertal
8100243,Fürth-Kaprun
8100244,Furth-Göttweig
8100245,Gänserndorf
8100246,Gaisbach-Wartberg
8100247,Gars-Thunau
8100248,Garsten
8100249,Wien Gersthof
8100251,Gmunden Traundorf
8100252,Gösing an der Mariazeller Bahn
8100254,Götzendorf/Leitha
8100255,Gols
8100256,Grafenstein
8100257,Greifenstein-Altenberg
8100258,Gries am Brenner
8100259,Schwechat
8100261,Grünau im Almtal
8100262,Gstadt b.Waidhofen
8100263,Gurten OÖ
8100264,Hadersdorf/Kamp
8100265,Haiding
8100266,Hainburg/Donau Personenbahnhof
8100267,Hard-Fussach
8100268,Hatzendorf
8100269,Wien Heiligenstadt
8100270,Hermagor
8100271,Wien Hernals
8100272,Herzogenburg
8100273,Hötzelsdorf-Geras
8100274,Hollabrunn
8100275,Hollersbach im Pinzgau
8100276,Holzleithen am Hausruck
8100277,Horn NÖ
8100278,Innsbruck Stubaitalbahnhof (Betriebsgelände)
8100279,Wien Inzersdorf
8100280,Jois
8100281,Kaltenbach-Stumm im Zillertal
8100282,Kaltenbrunnen im Montafon
8100283,Kammer-Schörfling
8100284,Katzelsdorf
8100285,Gleisdorf West
8100287,Kirchbach im Gailtal
8100288,Kirchberg am Wagram
8100289,Kirchberg an der Pielach
8100290,Kirchbichl
8100292,Kötschach-Mauthen
8100293,Korneuburg
8100294,Mutters Kreith
8100295,Krems an der Donau
8100296,Krimml
8100297,Wien Krottenbachstraße
8100298,Lamprechtshausen
8100299,Langenlois
8100300,Langkampfen
8100301,Laubenbachmühle
8100302,Lauterach
8100305,Liebenfels
8100306,Spital am Pyhrn
8100307,Spitz an der Donau
8100308,Stadl-Paura
8100309,Stadt Rottenmann
8100310,Stans bei Schwaz
8100311,Statzendorf
8100313,Straß im Zillertal
8100314,Stuhlfelden
8100315,Suben
8100316,Summerau
8100317,Tainach-Stein
8100318,Takern-St.Margarethen
8100319,Tamsweg
8100320,Taufkirchen an der Pram
8100322,Ternberg
8100323,Terfens-Weer
8100324,Thal
8100325,Traismauer
8100328,Twimberg
8100329,Uderns im Zillertal
8100331,Untereggendorf
8100332,Gattendorf
8100333,Uttendorf-Helpfau
8100334,Uttendorf-Stubachtal
8100335,Vitis
8100336,Völkermarkt-Kühnsdorf
8100337,Volders-Baumkirchen
8100338,Vorchdorf-Eggenberg
8100339,Waizenkirchen
8100340,Wald im Pinzgau
8100341,Wallern im Burgenland
8100342,Wampersdorf
8100343,Weiden am See
8100344,Weigelsdorf
8100346,Weißkirchen in Stmk
8100347,Weizelsdorf
8100349,Wien Praterstern
8100351,Wien Oper (Kärntner Ring)
8100352,Wien Philadelphiabrücke (Eichenstraße)
8100353,Flughafen Wien
8100354,Wienerbruck-Josefsberg
8100355,Wieselburg an der Erlauf
8100356,Wiesen-Sigleß
8100357,Winden am See
8100358,Winterbach NÖ
8100359,Wolfsberg in Kärnten
8100360,Wolfsthal
8100361,Wulkaprodersdorf
8100363,Zellerndorf
8100364,Bad Kreckelmoos
8100365,Braunau/Inn
8100366,Brixen im Thale
8100368,Fürnitz
8100369,Gramatneusiedl
8100370,Gratwein-Gratkorn
8100371,Graz Ostbahnhof-Messe
8100372,Guntramsdorf Kaiserau
8100373,Kittsee
8100374,Wien Kaiserebersdorf
8100376,Moosbierbaum-Heiligeneich
8100378,Wien Matzleinsdorf (Autoreisezuganlage)
8100379,Trimmelkam
8100380,Vandans
8100382,Villach Warmbad
8100383,Wartberg im Mürztal
8100385,Wien Matzleinsdorfer Platz (Tiefgeschoß)
8100388,Neudorf b.Parndorf
8100389,Wolfurt
8100390,Aschau im Zillertal
8100391,Bad St. Leonhard
8100393,Bleiburg
8100394,Wien Südtiroler Platz (Tiefgeschoß Straßenbahn)
8100395,Wien Breitensee
8100396,Linz/Donau Urfahr
8100397,Breitenbrunn im Bgld
8100398,Loipersbach-Schattendorf
8100399,Irnfritz
8100400,Ramsau im Zillertal-Hippach
8100402,Reichenfels-St. Peter
8100403,Rattendorf-Jenig
8100404,Salzburg Maria Plain-Plainbrücke
8100405,Ried im Innkreis
8100406,Ried im Zillertal
8100407,Riedau
8100408,Mattersburg
8100409,Mattighofen
8100410,Mauerkirchen
8100411,Rosenburg im Kamptal
8100412,Micheldorf
8100413,Mauthausen
8100414,Salzburg Lokalbahn
8100415,Sarmingstein
8100416,Sattledt
8100417,Mittewald an der Drau
8100418,Mittlern
8100419,Möllbrücke-Sachsenburg
8100420,Scharnstein-Mühldorf
8100421,Mühlbach im Pinzgau
8100422,Schützen am Gebirge
8100423,Münchendorf
8100424,Müllendorf
8100425,Wörschach Schwefelbad
8100426,Seekirchen am Wallersee
8100427,Mutters Bahnhst
8100428,Natters
8100429,Söchau
8100430,Neufelden
8100431,St. Andrä am Zicksee
8100432,St.Andrä-Wördern
8100433,Neukirchen am Großvenediger
8100434,Neusiedl am See
8100435,St.Johann im Rosental
8100437,St. Martin im Innkreis
8100438,Niederspaching
8100439,Obereggendorf
8100440,St.Stefan im Lavanttal
8100441,Wien Oberdöbling
8100442,Obernberg-Altheim
8100445,Waidhofen an der Ybbs
8100446,Wien Franz-Josefs-Bahnhof
8100447,Wien Hütteldorf
8100448,Pamhagen
8100449,Wien Mitte
8100450,Wien Penzing
8100451,Zirl
8100452,Aschach an der Donau
8100453,Bad Neusiedl am See
8100454,Attersee
8100455,Bad Waltersdorf
8100456,Bergheim b.Salzburg
8100457,Bernhardsthal
8100458,Bramberg am Wildkogel
8100459,Dellach im Gailtal
8100460,Klosterneuburg Kierling
8100463,Losenstein
8100465,Rattenberg-Kramsach
8100466,Marchegg
8100467,Maria Elend im Rosental
8100469,Retz
8100470,Maria Rain in Kärnten
8100471,Mariazell
8100472,Marz-Rohrbach
8100473,Bregenz Riedenburg
8100474,Rohrbach-Berg
8100475,Maurach/Achensee
8100476,Rottenegg
8100477,Rum b.Innsbruck
8100478,Mining
8100479,Mitterbach/Erlaufsee
8100480,Mittersill
8100481,Bad Sauerbrunn
8100482,Schaan-Vaduz
8100483,Schaftenau
8100484,Mönchhof-Halbturn
8100485,Scheibbs
8100486,Schlitters-Bruck am Ziller
8100487,Schönberg/Kamp
8100488,Münster-Wiesing
8100489,Munderfing
8100490,Murau-Stolzalpe
8100491,Mureck
8100493,Sigmundsherberg
8100494,Neudörfl
8100495,Neufeld/Leitha
8100496,St. Andrä im Lavanttal
8100497,St Anton im Montafon
8100498,St. Georgen im Attergau
8100499,Nickelsdorf
8100500,Niedernsill
8100501,St. Paul
8100502,St. Martin-Sittich
8100503,St. Nikola-Struden
8100504,Obdach
8100505,Ober Grafendorf
8100506,St.Urban/Ossiacher See
8100507,Vöcklabruck
8100508,Vöcklamarkt
8100509,Oberndorf b.Salzburg
8100511,Weyer
8100512,Wien Ottakring
8100513,Ottensheim
8100514,Wien Meidling
8100515,Parndorf Ort
8100516,Wiener Neustadt Hbf
8100517,Windischgarsten
8100518,Zeltweg
8100520,Petronell-Carnuntum
8100521,Pettenbach
8100522,Peuerbach
8100523,Piesendorf
8100524,Pill-Vomperbach
8100525,Pottendorf-Landegg
8100526,Pram-Haag
8100527,Preblau-Sauerbrunn
8100528,Pregarten
8100529,Pressegger See
8100530,Puchenstuben
8100531,Pürbach-Schrems
8100532,Purbach am Neusiedlersee
8100533,Stadl/Mur
8100534,Stockerau
8100535,Feistritz im Rosental
8100536,Kefermarkt
8100537,Maria Ellend an der Donau
8100538,Bad Deutsch Altenburg
8100539,Werfen
8100540,Fulpmes Bahnhof (Stubaitalbahn)
8100541,Mayrhofen im Zillertal
8100543,Pama
8100544,Wernstein
8100545,Jenbach Zillertalbahn
8100546,Kuchl
8100547,Zell am Ziller
8100548,Allerheiligenhöfe
8100549,Giessenbach in Tirol
8100550,Heiterwang-Plansee
8100551,Kranebitten
8100552,Lermoos
8100553,Lähn
8100554,Leithen b.Seefeld
8100555,Musau
8100556,Pflach
8100557,Schönbichl in Tirol
8100558,Ulrichsbrücke-Füssen
8100559,Salzburg Gnigl
8100563,Au b.Bad Wimsbach
8100564,St.Martin im Sulmtal-Bergla
8100565,Bergham b.Linz
8100568,Fels am Wagram
8100570,Großendorf
8100571,Gutenstein
8100572,Haid b.Vöcklamarkt
8100573,Micheldorf-Hirt
8100575,Kogl im Attergau
8100576,Marktl/Traisen
8100578,Muntigl
8100579,Oed/Piesting
8100580,Perg
8100582,Pürgg
8100583,Saurau
8100584,Schlüßlberg
8100585,Schloss Haus
8100586,Silz im Oberinntal
8100587,Schlöglmühl
8100588,Strobl Schiffstation
8100589,Stams
8100590,Stübing
8100591,Silberwald
8100592,Waldl
8100593,Werndorf
8100594,Weng b.Neumarkt
8100595,Wenns im Pinzgau
8100597,Aich-Assach
8100599,Albersdorf b.Gleisdorf
8100600,Aschbach NÖ
8100601,Flughafen Graz-Feldkirchen
8100602,Achenlohe
8100603,Achensee Schiffsstation
8100604,Acharting
8100606,Bergham b.Linz Am Dürrweg
8100609,Aisthofen
8100611,Aich im Jauntal
8100613,Allerheiligen-Mürzhofen
8100614,Alkoven Schule
8100615,Alling-Tobisegg
8100619,Angern/March
8100621,Altpinkafeld
8100622,Arbing
8100623,Ardning
8100625,Absberg
8100626,Ansfelden
8100627,Abschlag Fassldorf
8100630,Altach
8100634,Wien Atzgersdorf
8100635,Altenstadt (Feldkirch)
8100637,Atzenbrugg
8100638,Aurolzmünster
8100639,Aurachkirchen
8100640,Mutters Außerkreith
8100641,Auersthal
8100642,Ausschlag-Zöbern
8100643,Alt Weitra
8100644,Breitenaich b.Wels
8100645,Baden b.Wien Josefsplatz
8100646,Baden b.Wien Bahnhof (Viadukt)
8100647,Bärnbach b.Köflach
8100650,Berndorf/Triesting Fabrik
8100651,Boding
8100652,Berndorf/Triesting Stadt
8100653,Bad Fischau-Brunn
8100654,Mutters Birchfeld
8100655,Bad Fischau
8100656,Baumgartenberg
8100657,Berg im Drautal
8100661,Böheimkirchen
8100663,Bad Blumau
8100666,Blankenberg b.Vorchdorf
8100667,Bludenz-Moos
8100668,Bleiburg Stadt
8100669,Blindenmarkt
8100672,Bad Mitterndorf Heilbrunn
8100675,Bockfließ
8100677,Bad Radkersburg
8100678,Ried im Innkreis Bad
8100681,Bergern am Hausruck
8100682,Breiteneich b.Horn
8100683,Mutters Brandeck
8100685,Mutters Burgstall
8100686,Bruckberg im Pinzgau
8100687,Breitwiesen
8100689,Bisamberg
8100691,Wien Brünner Straße
8100692,Breitenstein am Semmering
8100693,Breitensee b.Marchegg
8100695,Breitenschützing
8100697,Burgfried b.Gnas
8100698,Brunn-Maria Enzersdorf
8100699,Bludenz Brunnenfeld
8100700,Buchberg/Kamp
8100702,Burgeck
8100703,Bichl im Zillertal
8100705,Brunn/Pitten
8100706,Brunn/Schneebergbahn
8100707,Baumgarten-Waldbach
8100708,Bad Vöslau
8100710,Breitenwaida
8100711,Bad Wimsbach-Neydharting
8100712,Bad Wimsbach Styriasiedlung
8100713,Böhlerwerk
8100714,Cäciliabrücke
8100716,Dorf/Enns
8100717,Dörnbach-Hitzing
8100718,Deutschlandsberg
8100719,Deutschkreutz
8100720,Deutschfeistritz
8100721,Deutsch Wagram
8100722,Dechantskirchen
8100724,Dürnkrut
8100725,Munderfing Dampfsäge
8100726,Dietmanns b.Gmünd
8100727,Dornach b.Grein
8100728,Dornbirn Schoren
8100730,Dorf im Pinzgau-Pass Thurn
8100731,Dreistetten
8100732,Dietrichshofen
8100733,Dürnbach/Enns
8100734,Dürnberg b.Ottensheim
8100735,Dürrwien
8100736,Eichberg am Semmering
8100737,Eferding Gewerbegebiet
8100738,Eben/Achensee
8100740,Eberschwang
8100743,Eching b.Bürmoos
8100745,Emmersdorf im Gailtal
8100746,Etsdorf-Straß
8100747,Ernsthofen/Enns
8100749,Eichgraben-Altlengbach
8100751,Möllersdorf Eigenheimsiedlung
8100753,Gmunden Engelhof Lokalbahn
8100755,Erlach im Zillertal
8100756,Wien Erzherzog-Karl-Straße
8100757,Enzesfeld-Lindabrunn
8100759,Ennsdorf
8100760,Einach
8100761,Eppenstein
8100763,Ehrenhausen
8100764,Erlauf
8100765,Eisengattern
8100766,Ebensee Landungsplatz
8100768,Wien Eichenstraße (Tiefgeschoß)
8100770,Eschenau/Salzach
8100772,Elsbethen
8100773,Eisenstadt Schule
8100774,Eugendorf
8100775,Enzersdorf b.Staatz
8100777,Falkendorf/Mur
8100778,Falkenohren
8100779,Frauental-Bad Gams
8100780,Felixdorf
8100781,Ferndorf in Kärnten
8100783,Fentsch-St. Lorenzen
8100784,Feuerwerksanstalt
8100785,Feldham
8100788,Finkenstein
8100789,Finklham
8100790,Fischa
8100791,Feldkirch Amberg
8100793,Feldbach/Raab Landesbahn
8100794,Unterfladnitz
8100795,Flaurling
8100796,Wien Siemensstraße
8100797,Föderlach
8100800,Frauenberg/Enns
8100802,Frankenfels
8100804,Fraham b.Eferding
8100806,Frojach-Puxerboden
8100807,Linz/Donau Franckstraße
8100808,Frättingsdorf
8100810,Fürberg/Wolfgangsee Schiffstation
8100813,Furth-Palt
8100814,Furth b.Mattighofen
8100815,Gärberbach
8100817,Gaisfeld
8100818,Gagering
8100819,Gaishorn
8100823,Gaisruck b.Stockerau
8100826,Grein-Bad Kreuzen
8100827,Göllersdorf
8100828,Gedersdorf
8100830,Geinberg
8100831,Gemeinlebarn
8100832,Groß Engersdorf
8100833,Geras-Kottaun
8100834,Getzersdorf ob der Traisen
8100836,Greinsfurth
8100837,Groß St.Florian
8100838,Wien Gutheil-Schoder-Gasse
8100839,Großgerungs
8100842,Gisingen
8100843,Graz Köflacher Bahnhof
8100844,Guntramsdorf Lokalbahn
8100845,Gunskirchen
8100846,Guntramsdorf-Thallern
8100847,Grünbach am Schneeberg Kohlenwerk
8100849,Glandorf
8100850,Glanegg in Kärnten
8100851,Gleißenfeld
8100852,Glinzendorf
8100853,Glaubendorf-Wetzdorf
8100855,Gmunden Seebahnhof
8100856,Gnas
8100857,Gniebing
8100858,Grein Stadt
8100859,Gobelsburg
8100860,Göblasbruck
8100861,Gödersdorf
8100862,Görtschach-Förolach
8100863,Bad Goisern Jodschwefelbad
8100864,Gopperding
8100867,Gumpoldskirchen
8100869,Gerasdorf
8100871,Griesfeld
8100876,Großraming
8100877,Granitztal
8100878,Gerling OÖ
8100879,Gerling im Pinzgau
8100882,Grünbach am Schneeberg
8100883,Graz Webling
8100884,Groß Schweinbarth
8100885,Gschnarret
8100886,Gosdorf
8100888,Grimsing
8100890,Großsierning
8100891,Gstocket
8100892,Gries im Pinzgau
8100893,Gschwandt-Rabesberg
8100894,Guntersdorf
8100896,Großwiesendorf-Tiefenthal
8100897,Guggenbach
8100898,Guggenbach Warthkogelsiedlung
8100899,Gummern
8100900,Gundersheim im Gailtal
8100901,Guggenbach Pulverwerksiedlung
8100903,Gussendorf
8100905,Graz Wetzelsdorf
8100906,Großweikersdorf
8100907,Grieswirt
8100909,Haag im Mostviertel
8100910,Habachtal
8100912,Hagenau b.Salzburg
8100914,Hagenau im Innkreis
8100916,Halbenrain
8100918,Wien Hirschstetten
8100920,Wien Haidestraße
8100921,Hatlerdorf(Dornbirn)
8100922,Wien Hadersdorf
8100924,Heilbad Burgwies
8100925,Hennersdorf b.Wien
8100926,Hallstatt
8100928,Helmahof
8100929,Hallwang-Elixhausen
8100932,Hengsthütte
8100935,Wien Hetzendorf
8100936,Hetzmannsdorf-Wullersdorf
8100937,Hofstatt am Anzbach
8100939,Hopfgarten im Brixental Berglift
8100940,Hofstetten-Grünau
8100945,Hohenbrugg an der Raab
8100947,Himberg b.Übelbach
8100948,Hart im Innkreis
8100949,Hilm-Kematen
8100950,Himberg b.Wien
8100952,Hipping
8100953,Hirschbach b.Gmünd
8100954,Hintering
8100955,Hollenegg
8100956,Haiming
8100957,Hainfeld
8100958,Hainburg/Donau Kulturfabrik
8100959,Hainburg/Donau Ungartor
8100960,Hochscharten
8100961,Höflein/Donau
8100962,Höbersdorf
8100963,Hofern b.Retz
8100966,Natters Hölltal
8100967,Hönigsberg
8100968,Hochschneeberg
8100970,Hörersdorf
8100974,Hörsching
8100975,Wien Hausfeldstraße
8100976,Haslach/Mühl
8100979,Hofstätten b.Bad Gleichenberg
8100980,Hausruck
8100981,Haselstauden (Dornbirn)
8100982,Haslau/Donau
8100983,Hirtenberg
8100984,Hautzendorf
8100986,Hatting in Tirol
8100990,Hausleiten b.Stockerau
8100993,Hüttau
8100995,Herzograd
8100996,Herzogenburg Stadt
8100997,Herzogenburg-Wielandsthal
8100999,Iglmühle
8101000,Imsterberg
8101002,Wien Inzersdorf Personenbahnhof
8101004,Irlach b.Bürmoos
8101005,Irschen in Kärnten
8101006,Itzling
8101007,Inzing/Inn
8101010,Jennersdorf
8101011,Judendorf-Straßengel
8101012,Jedenspeigen
8101013,Wien Jedlersdorf
8101014,Johnsbach im Nationalpark
8101017,Wien Johann-Strauß-Gasse
8101019,Kalsdorf b.Graz
8101020,Kapellerfeld
8101021,Kapfing im Zillertal
8101023,Kaindorf im Murtal
8101024,Kamegg
8101025,Kainisch
8101029,Katsdorf
8101032,Kapfenberg Fachhochschule
8101033,Kottingbrunn
8101034,Kalköfen-Dachsberg
8101036,Kematen/Krems
8101037,Kendlbruck
8101038,Kematen in Tirol
8101039,Köflach
8101040,Wien Kliebergasse (Tiefgeschoß)
8101041,Kammerhof
8101044,Kitzbühel Hahnenkamm
8101045,Kimpling
8101046,Kirchham b.Vorchdorf Ort
8101047,Kirchham b.Vorchdorf
8101048,Kirchstetten b.Neulengbach
8101049,Kirchberg-Thürnau
8101050,Klamm-Schottwien
8101051,Kledering b.Wien
8101052,Karling b.Eferding
8101053,Krottendorf-Ligist
8101055,Kleblach-Lind
8101056,Klangen
8101060,Kleinmeiseldorf-Maria Dreieichen
8101061,Kammern im Liesingtal
8101063,Kumpfmühl
8101065,Kottingneusiedl
8101070,Köppling
8101071,Kothmühle
8101072,Kößlwang
8101075,Kappel am Krappfeld
8101076,Kraubath/Mur
8101077,Kreisbach
8101078,Waidhofen/Ybbs Kreilhof
8101079,Kastenreith
8101080,Krieglach
8101081,Kröllendorf
8101083,Krummnußbaum an der Westbahn
8101084,Kritzendorf
8101085,Krenstetten-Biberbach
8101087,Krems in Steiermark
8101090,Klagenfurt Annabichl
8101091,Klagenfurt Ebenthal
8101092,Kathal
8101093,Klagenfurt Lend
8101094,Klagenfurt Ostbf
8101096,Königsbrunn-Unterstockstall
8101097,Küb
8101099,Küpfern
8101100,Klaus in Vorarlberg
8101101,Klosterneuburg Weidling
8101102,Großraming Kraftwerk
8101103,Klein Wien
8101104,Lanzenkirchen
8101105,Katzendorf
8101106,Kleinzell im Mühlkreis
8101110,Lacken im Mühlkreis
8101111,Ladendorf
8101113,Lahnsiedlung
8101115,Laizing
8101117,Lahöfen
8101118,Lahrndorf b.Garsten
8101119,Lehen-Altensam
8101120,Lauffen b.Bad Ischl
8101121,Vösendorf Schönbrunner Allee
8101122,Laxenburg-Biedermannsdorf
8101124,Leobendorf-Burg Kreuzenstein
8101126,Lendorf im Drautal
8101127,Linz/Donau Ebelsberg
8101129,Baden b.Wien Leesdorf
8101134,Ledenitzen
8101135,Lenzing Ort
8101137,Lebring
8101140,Leumühle
8101141,Lenzing
8101144,Langau b.Geras
8101145,Lengdorf im Pinzgau
8101146,Leogang-Steinberge
8101148,Lichendorf b.Mureck
8101149,Lieboch
8101150,Wien Liesing
8101151,Lind-Scheifling
8101153,Lilienfeld
8101154,Limberg-Maissau
8101157,Lind-Rosegg
8101158,Schadendorf b.Lieboch
8101159,Langenlebarn
8101160,Lannach b.Lieboch
8101161,Laßnitzthal
8101162,Wien Lobau
8101163,Leobersdorf
8101164,Lödersdorf
8101165,Leonding
8101166,Loich
8101167,Leonding Lokalbahn
8101169,Loosdorf b.Melk
8101170,Wien Leopoldau
8101173,Lanzendorf-Rannersdorf
8101175,Lorüns
8101176,Langschlag b.Großgerungs
8101177,Lustenau Markt
8101178,Lasberg-St. Oswald
8101179,Lahnstein/Traun
8101180,Laa/Thaya
8101181,Laa/Thaya Stadt
8101184,Telfes im Stubai Luimes
8101185,Lungitz/Gusen
8101186,Lutzmannsdorf/Mur
8101189,Langwies/Traun
8101190,Langenwang/Mürz
8101191,Langenzersdorf
8101193,Linz/Donau Oed
8101195,Linz/Donau Wegscheid
8101196,Madling
8101197,Maria Anzbach
8101198,Mainburg/Pielach
8101199,Maierdorf
8101202,Mandling/Enns
8101203,Markersdorf an der Pielach
8101204,Marchtrenk
8101205,Mautbrücken
8101206,Matzen im Weinviertel
8101210,Mixnitz Bärenschützklamm
8101214,Meidling im Tal
8101216,Maria Enzersdorf Südstadt
8101217,Michelhausen
8101218,Miesenbach-Waidmannsfeld
8101219,Mitterberghütten
8101221,Mitterdorf-Veitsch
8101222,Mittlere Au
8101223,Lambach Markt
8101224,Maria Lanzendorf
8101225,Mühling/Erlauf
8101227,Wien Matzleinsdorfer Platz
8101228,Mauer-Öhling
8101229,Möllersdorf Aspangbahn
8101230,Mödling
8101231,Mogersdorf
8101232,Mönchhof Haltestelle
8101234,Möllersdorf Lokalbahn
8101237,Mötz
8101238,Paternion Markt
8101239,Maria Saal
8101241,Sachsenburg Markt
8101243,Marein-St.Lorenzen
8101244,Mariahof-St.Lambrecht
8101245,Mistelbach
8101247,Muckendorf-Wipfing
8101248,Mühlheim am Inn
8101251,Mitterweißenbach
8101254,Manzing-Prambach
8101255,Neuhofen/Krems
8101259,Wien Neuerlaa
8101260,Neukirchen-Gampern
8101261,Neubau-Kreuzstetten
8101262,Nendeln
8101265,Nettingsdorf
8101266,Neu Guntramsdorf
8101267,Neuhaus/Gail
8101268,Neckenmarkt-Horitschon
8101269,Neuhub
